source,package,is_test,result,start,ccache_s,gap_before_s,wall_s,o_mtime_gap_s,c_bytes
module.reclaim.ai.image_similarity.c,reclaim,False,cache_miss,2026-09-23T13:46:09.332134,4.319,0.075,4.394,4.399,217138
module.reclaim.ai.keep_best.c,reclaim,False,cache_miss,2026-09-23T13:46:13.734285,3.603,0.084,3.687,3.680,153593
module.reclaim.ai.labeling.c,reclaim,False,cache_miss,2026-09-23T13:46:17.420608,8.533,0.083,8.616,8.612,646244
module.reclaim.ai.labeling_app.c,reclaim,False,cache_miss,2026-09-23T13:46:26.044811,6.394,0.091,6.486,6.484,546543
module.reclaim.ai.minhash_lsh.c,reclaim,False,cache_miss,2026-09-23T13:46:32.513747,4.615,0.075,4.689,4.699,301631
module.reclaim.ai.models.c,reclaim,False,cache_miss,2026-09-23T13:46:37.200363,3.786,0.072,3.859,3.861,190356
module.reclaim.ai.phash.c,reclaim,False,cache_miss,2026-09-23T13:46:41.074105,4.439,0.087,4.526,4.521,242253
module.reclaim.ai.presentation.c,reclaim,False,cache_miss,2026-09-23T13:46:45.588891,5.115,0.076,5.190,5.188,376842
module.reclaim.ai.review_queue.c,reclaim,False,cache_miss,2026-09-23T13:46:50.779104,3.432,0.076,3.508,3.501,101232
module.reclaim.ai.safety.c,reclaim,False,cache_miss,2026-09-23T13:46:54.280729,3.228,0.070,3.298,3.299,76035
module.reclaim.ai.screenshot_burst.c,reclaim,False,cache_miss,2026-09-23T13:46:57.590028,4.685,0.081,4.766,4.766,307823
module.reclaim.ai.screenshot_ocr.c,reclaim,False,cache_miss,2026-09-23T13:47:02.344361,3.440,0.070,3.510,3.514,96929
module.reclaim.ai.screenshot_review.c,reclaim,False,cache_miss,2026-09-23T13:47:05.863590,4.770,0.079,4.849,4.851,291174
module.reclaim.ai.semantic_image_grouping.c,reclaim,False,cache_miss,2026-09-23T13:47:10.704125,5.799,0.071,5.870,5.864,378530
module.reclaim.ai.text_embeddings.c,reclaim,False,cache_miss,2026-09-23T13:47:16.585612,3.935,0.083,4.018,4.028,233571
module.reclaim.ai.version_chain.c,reclaim,False,cache_miss,2026-09-23T13:47:20.608629,4.348,0.088,4.436,4.430,243621
module.reclaim.anthropic_key_store.c,reclaim,False,cache_miss,2026-09-23T13:47:25.035406,4.327,0.079,4.406,4.391,286826
module.reclaim.api.ai_orchestration.c,reclaim,False,cache_miss,2026-09-23T13:47:29.464563,9.146,0.102,9.248,9.262,820587
module.reclaim.api.app.c,reclaim,False,cache_miss,2026-09-23T13:47:38.698459,4.132,0.088,4.220,4.222,355758
module.reclaim.api.c,reclaim,False,cache_miss,2026-09-23T13:47:42.901285,2.960,0.071,3.031,3.070,37295
module.reclaim.api.routes.c,reclaim,False,cache_miss,2026-09-23T13:47:45.972992,13.630,0.112,13.742,13.708,1407966
module.reclaim.api.schemas.c,reclaim,False,cache_miss,2026-09-23T13:47:59.717195,37.114,0.114,37.228,37.225,2002657
module.reclaim.api.security.c,reclaim,False,cache_miss,2026-09-23T13:48:36.906235,3.741,0.075,3.816,3.810,179592
module.reclaim.api.service.c,reclaim,False,cache_miss,2026-09-23T13:48:40.814273,43.096,0.167,43.263,43.257,3718783
module.reclaim.api.state.c,reclaim,False,cache_miss,2026-09-23T13:49:23.991102,5.053,0.081,5.133,5.141,478684
module.reclaim.app_paths.c,reclaim,False,cache_miss,2026-09-23T13:49:29.119488,3.143,0.076,3.218,3.220,61948
module.reclaim.c,reclaim,False,cache_miss,2026-09-23T13:49:32.335052,2.926,0.073,2.999,3.034,32228
module.reclaim.cli.c,reclaim,False,cache_miss,2026-09-23T13:49:35.388021,19.360,0.127,19.487,19.453,1830084
module.reclaim.config.c,reclaim,False,cache_miss,2026-09-23T13:49:54.866166,17.085,0.118,17.203,17.199,1369147
module.reclaim.dedup.c,reclaim,False,cache_miss,2026-09-23T13:50:12.061247,10.687,0.110,10.797,10.825,1173256
module.reclaim.detectors.c,reclaim,False,cache_miss,2026-09-23T13:50:22.820911,12.722,0.073,12.795,12.748,1213804
module.reclaim.drives.c,reclaim,False,cache_miss,2026-09-23T13:50:35.623004,3.760,0.080,3.840,3.859,149301
module.reclaim.elevation.c,reclaim,False,cache_miss,2026-09-23T13:50:39.455408,3.427,0.072,3.500,3.510,92887
module.reclaim.executor.c,reclaim,False,cache_miss,2026-09-23T13:50:43.012408,26.422,0.130,26.552,26.541,2262603
module.reclaim.first_run.c,reclaim,False,cache_miss,2026-09-23T13:51:09.519961,3.292,0.085,3.377,3.392,80925
module.reclaim.index.c,reclaim,False,cache_miss,2026-09-23T13:51:12.904971,13.813,0.093,13.907,13.883,1251451
module.reclaim.linkinfo.c,reclaim,False,cache_miss,2026-09-23T13:51:26.793768,4.356,0.075,4.432,4.438,194722
module.reclaim.logging_config.c,reclaim,False,cache_miss,2026-09-23T13:51:31.216080,4.627,0.066,4.693,4.694,198270
module.reclaim.mcp.audit.c,reclaim,False,cache_miss,2026-09-23T13:51:35.938382,3.927,0.095,4.022,4.019,46551
module.reclaim.mcp.c,reclaim,False,cache_miss,2026-09-23T13:51:39.936314,3.445,0.071,3.516,3.508,37295
module.reclaim.mcp.schemas.c,reclaim,False,cache_miss,2026-09-23T13:51:43.465994,4.786,0.085,4.871,4.889,248533
module.reclaim.mcp.selection.c,reclaim,False,cache_miss,2026-09-23T13:51:48.316590,3.624,0.064,3.688,3.683,122828
module.reclaim.mcp.server.c,reclaim,False,cache_miss,2026-09-23T13:51:52.018300,7.590,0.078,7.668,7.671,606140
module.reclaim.mode.c,reclaim,False,cache_miss,2026-09-23T13:51:59.686049,4.421,0.077,4.498,4.498,280114
module.reclaim.models.c,reclaim,False,cache_miss,2026-09-23T13:52:04.190135,4.413,0.083,4.497,4.486,339678
module.reclaim.notifications.c,reclaim,False,cache_miss,2026-09-23T13:52:08.685130,5.021,0.082,5.102,5.116,411379
module.reclaim.preflight.c,reclaim,False,cache_miss,2026-09-23T13:52:13.808903,7.400,0.103,7.503,7.506,618333
module.reclaim.purge.c,reclaim,False,cache_miss,2026-09-23T13:52:21.291795,8.296,0.083,8.380,8.363,586802
module.reclaim.reconciliation.c,reclaim,False,cache_miss,2026-09-23T13:52:29.663079,3.588,0.075,3.663,3.673,160773
module.reclaim.recovery.c,reclaim,False,cache_miss,2026-09-23T13:52:33.337690,5.470,0.087,5.557,5.562,415983
module.reclaim.safety.c,reclaim,False,cache_miss,2026-09-23T13:52:38.901219,6.145,0.093,6.239,6.236,497058
module.reclaim.scanner.c,reclaim,False,cache_miss,2026-09-23T13:52:45.142982,14.792,0.096,14.888,14.865,1262933
module.reclaim.update_check.c,reclaim,False,cache_miss,2026-09-23T13:53:00.017936,4.893,0.083,4.976,4.993,368621
module.referencing._attrs.c,referencing,False,cache_miss,2026-09-23T13:53:04.981034,3.315,0.071,3.386,3.382,107043
module.referencing._core.c,referencing,False,cache_miss,2026-09-23T13:53:08.396782,13.889,0.100,13.989,13.989,1259000
module.referencing.c,referencing,False,cache_miss,2026-09-23T13:53:22.366774,2.976,0.081,3.057,3.096,41950
module.referencing.exceptions.c,referencing,False,cache_miss,2026-09-23T13:53:25.424984,5.452,0.082,5.535,5.504,408208
module.referencing.jsonschema.c,referencing,False,cache_miss,2026-09-23T13:53:30.974685,8.833,0.097,8.930,8.935,800341
module.referencing.typing.c,referencing,False,cache_miss,2026-09-23T13:53:39.894177,3.421,0.087,3.508,3.500,121793
module.rpds.c,rpds,False,cache_miss,2026-09-23T13:53:43.389589,3.014,0.074,3.088,3.110,42543
module.scipy.__config__.c,scipy,False,cache_miss,2026-09-23T13:53:46.474299,3.806,0.071,3.877,3.860,144671
module.scipy._distributor_init.c,scipy,False,cache_miss,2026-09-23T13:53:50.356146,2.969,0.076,3.045,3.086,30605
module.scipy._external._array_api_compat_vendor.c,scipy,False,cache_miss,2026-09-23T13:53:53.389957,2.891,0.065,2.956,2.950,34888
module.scipy._external.array_api_compat._internal.c,scipy,False,cache_miss,2026-09-23T13:53:56.358527,3.757,0.077,3.834,3.789,164897
module.scipy._external.array_api_compat.c,scipy,False,cache_miss,2026-09-23T13:54:00.182503,3.063,0.067,3.130,3.140,47374
module.scipy._external.array_api_compat.common._aliases.c,scipy,False,cache_miss,2026-09-23T13:54:03.344319,9.085,0.099,9.184,9.183,845727
module.scipy._external.array_api_compat.common._fft.c,scipy,False,cache_miss,2026-09-23T13:54:12.507388,4.326,0.078,4.404,4.405,277980
module.scipy._external.array_api_compat.common._helpers.c,scipy,False,cache_miss,2026-09-23T13:54:16.937533,9.433,0.104,9.537,9.539,986345
module.scipy._external.array_api_compat.common._linalg.c,scipy,False,cache_miss,2026-09-23T13:54:26.458011,6.375,0.087,6.462,6.457,532856
module.scipy._external.array_api_compat.common._typing.c,scipy,False,cache_miss,2026-09-23T13:54:32.914294,6.682,0.081,6.763,6.764,537555
module.scipy._external.array_api_compat.common.c,scipy,False,cache_miss,2026-09-23T13:54:39.669015,3.123,0.073,3.196,3.191,50555
module.scipy._external.array_api_compat.cupy._aliases.c,scipy,False,cache_miss,2026-09-23T13:54:42.876669,5.107,0.084,5.191,5.209,420595
module.scipy._external.array_api_compat.cupy._info.c,scipy,False,cache_miss,2026-09-23T13:54:48.053196,4.108,0.070,4.178,4.158,273251
module.scipy._external.array_api_compat.cupy._typing.c,scipy,False,cache_miss,2026-09-23T13:54:52.238259,2.924,0.077,3.001,3.035,40526
module.scipy._external.array_api_compat.cupy.c,scipy,False,cache_miss,2026-09-23T13:54:55.234294,3.684,0.072,3.756,3.755,116249
module.scipy._external.array_api_compat.cupy.fft.c,scipy,False,cache_miss,2026-09-23T13:54:58.974908,3.889,0.057,3.946,3.926,140325
module.scipy._external.array_api_compat.cupy.linalg.c,scipy,False,cache_miss,2026-09-23T13:55:02.932700,3.681,0.069,3.750,3.747,188804
module.scipy._external.array_api_compat.dask.array._aliases.c,scipy,False,cache_miss,2026-09-23T13:55:06.700430,5.792,0.086,5.878,5.874,511344
module.scipy._external.array_api_compat.dask.array._info.c,scipy,False,cache_miss,2026-09-23T13:55:12.563948,4.234,0.072,4.306,4.317,359441
module.scipy._external.array_api_compat.dask.array.c,scipy,False,cache_miss,2026-09-23T13:55:16.871017,3.260,0.073,3.333,3.343,124746
module.scipy._external.array_api_compat.dask.array.fft.c,scipy,False,cache_miss,2026-09-23T13:55:20.210292,3.121,0.079,3.200,3.180,71107
module.scipy._external.array_api_compat.dask.array.linalg.c,scipy,False,cache_miss,2026-09-23T13:55:23.399796,3.489,0.068,3.557,3.553,162738
module.scipy._external.array_api_compat.dask.c,scipy,False,cache_miss,2026-09-23T13:55:26.962006,3.099,0.073,3.172,3.169,48060
module.scipy._external.array_api_compat.numpy._aliases.c,scipy,False,cache_miss,2026-09-23T13:55:30.136147,4.459,0.075,4.533,4.549,357148
module.scipy._external.array_api_compat.numpy._info.c,scipy,False,cache_miss,2026-09-23T13:55:34.678141,4.024,0.083,4.107,4.096,274947
module.scipy._external.array_api_compat.numpy._typing.c,scipy,False,cache_miss,2026-09-23T13:55:38.777316,3.046,0.076,3.122,3.139,62823
module.scipy._external.array_api_compat.numpy.c,scipy,False,cache_miss,2026-09-23T13:55:41.896495,3.414,0.073,3.487,3.473,125439
module.scipy._external.array_api_compat.numpy.fft.c,scipy,False,cache_miss,2026-09-23T13:55:45.378688,3.381,0.068,3.449,3.453,111827
module.scipy._external.array_api_compat.numpy.linalg.c,scipy,False,cache_miss,2026-09-23T13:55:48.846217,5.355,0.086,5.442,5.438,378005
module.scipy._external.array_api_compat.torch._aliases.c,scipy,False,cache_miss,2026-09-23T13:55:54.323984,16.368,0.122,16.490,16.489,1586364
module.scipy._external.array_api_compat.torch._info.c,scipy,False,cache_miss,2026-09-23T13:56:10.770161,4.084,0.078,4.162,4.161,210465
module.scipy._external.array_api_compat.torch._typing.c,scipy,False,cache_miss,2026-09-23T13:56:14.928853,2.884,0.075,2.959,2.985,34384
module.scipy._external.array_api_compat.torch.c,scipy,False,cache_miss,2026-09-23T13:56:17.887480,3.239,0.075,3.313,3.291,117709
module.scipy._external.array_api_compat.torch.fft.c,scipy,False,cache_miss,2026-09-23T13:56:21.201304,3.449,0.075,3.524,3.524,131746
module.scipy._external.array_api_compat.torch.linalg.c,scipy,False,cache_miss,2026-09-23T13:56:24.732966,4.123,0.083,4.206,4.193,262007
module.scipy._external.array_api_extra._delegation.c,scipy,False,cache_miss,2026-09-23T13:56:28.947553,8.124,0.091,8.216,8.232,793033
module.scipy._external.array_api_extra._lib._at.c,scipy,False,cache_miss,2026-09-23T13:56:37.147607,5.702,0.076,5.777,5.748,441995
module.scipy._external.array_api_extra._lib._backends.c,scipy,False,cache_miss,2026-09-23T13:56:42.922175,3.725,0.073,3.798,3.829,185316
module.scipy._external.array_api_extra._lib._funcs.c,scipy,False,cache_miss,2026-09-23T13:56:46.745397,13.761,0.098,13.860,13.856,1177306
module.scipy._external.array_api_extra._lib._lazy.c,scipy,False,cache_miss,2026-09-23T13:57:00.583032,5.966,0.076,6.042,6.044,411517
module.scipy._external.array_api_extra._lib._testing.c,scipy,False,cache_miss,2026-09-23T13:57:06.633336,4.653,0.084,4.738,4.730,356607
module.scipy._external.array_api_extra._lib._utils._compat.c,scipy,False,cache_miss,2026-09-23T13:57:11.363482,3.069,0.077,3.145,3.154,87239
module.scipy._external.array_api_extra._lib._utils._helpers.c,scipy,False,cache_miss,2026-09-23T13:57:14.525283,8.543,0.093,8.636,8.631,786188
module.scipy._external.array_api_extra._lib._utils._typing.c,scipy,False,cache_miss,2026-09-23T13:57:23.146008,2.914,0.078,2.992,3.011,30164
module.scipy._external.array_api_extra._lib._utils.c,scipy,False,cache_miss,2026-09-23T13:57:26.132233,3.130,0.072,3.202,3.174,54074
module.scipy._external.array_api_extra._lib.c,scipy,False,cache_miss,2026-09-23T13:57:29.321883,3.077,0.059,3.137,3.152,48670
module.scipy._external.array_api_extra.c,scipy,False,cache_miss,2026-09-23T13:57:32.468152,3.065,0.069,3.134,3.112,87256
module.scipy._external.array_api_extra.testing.c,scipy,True,cache_miss,2026-09-23T13:57:35.628304,7.208,0.095,7.302,7.326,598640
module.scipy._external.c,scipy,False,cache_miss,2026-09-23T13:57:42.911660,2.995,0.076,3.071,3.081,28092
module.scipy._external.cobyqa.c,scipy,False,cache_miss,2026-09-23T13:57:45.989100,3.074,0.083,3.157,3.138,50183
module.scipy._external.cobyqa.framework.c,scipy,False,cache_miss,2026-09-23T13:57:49.162514,18.497,0.100,18.597,18.604,1391944
module.scipy._external.cobyqa.main.c,scipy,False,cache_miss,2026-09-23T13:58:07.780554,21.659,0.121,21.780,21.777,1421299
module.scipy._external.cobyqa.models.c,scipy,False,cache_miss,2026-09-23T13:58:29.551085,20.650,0.111,20.762,20.764,1641671
module.scipy._external.cobyqa.problem.c,scipy,False,cache_miss,2026-09-23T13:58:50.315239,18.790,0.114,18.904,18.884,1518946
module.scipy._external.cobyqa.settings.c,scipy,False,cache_miss,2026-09-23T13:59:09.186098,4.443,0.081,4.524,4.544,288851
module.scipy._external.cobyqa.subsolvers.c,scipy,False,cache_miss,2026-09-23T13:59:13.711657,3.262,0.083,3.345,3.348,62619
module.scipy._external.cobyqa.subsolvers.geometry.c,scipy,False,cache_miss,2026-09-23T13:59:17.055445,10.337,0.081,10.418,10.414,502129
module.scipy._external.cobyqa.subsolvers.optim.c,scipy,False,cache_miss,2026-09-23T13:59:27.500092,40.090,0.108,40.197,40.195,1782958
module.scipy._external.cobyqa.utils.c,scipy,False,cache_miss,2026-09-23T14:00:07.674257,3.098,0.085,3.183,3.185,66371
module.scipy._external.cobyqa.utils.exceptions.c,scipy,False,cache_miss,2026-09-23T14:00:10.840968,3.340,0.069,3.408,3.402,110627
module.scipy._external.cobyqa.utils.math.c,scipy,False,cache_miss,2026-09-23T14:00:14.240877,3.409,0.060,3.470,3.457,113067
module.scipy._external.cobyqa.utils.versions.c,scipy,False,cache_miss,2026-09-23T14:00:17.728836,3.740,0.079,3.819,3.822,146541
module.scipy._external.packaging_version._structures.c,scipy,False,cache_miss,2026-09-23T14:00:21.531926,3.350,0.063,3.412,3.424,149010
module.scipy._external.packaging_version.c,scipy,False,cache_miss,2026-09-23T14:00:24.964139,2.987,0.083,3.070,3.099,33363
module.scipy._external.packaging_version.version.c,scipy,False,cache_miss,2026-09-23T14:00:28.044755,8.229,0.093,8.322,8.316,835190
module.scipy._external.pyprima.c,scipy,False,cache_miss,2026-09-23T14:00:36.336576,5.845,0.063,5.907,5.883,404827
module.scipy._external.pyprima.cobyla.c,scipy,False,cache_miss,2026-09-23T14:00:42.250113,2.984,0.069,3.053,3.102,47427
module.scipy._external.pyprima.cobyla.cobyla.c,scipy,False,cache_miss,2026-09-23T14:00:45.326031,7.543,0.092,7.635,7.582,513389
module.scipy._external.pyprima.cobyla.cobylb.c,scipy,False,cache_miss,2026-09-23T14:00:52.961063,18.277,0.092,18.369,18.360,1028789
module.scipy._external.pyprima.cobyla.geometry.c,scipy,False,cache_miss,2026-09-23T14:01:11.320635,5.313,0.082,5.395,5.412,297419
module.scipy._external.pyprima.cobyla.initialize.c,scipy,False,cache_miss,2026-09-23T14:01:16.716690,7.883,0.083,7.965,7.955,492028
module.scipy._external.pyprima.cobyla.trustregion.c,scipy,False,cache_miss,2026-09-23T14:01:24.693232,14.153,0.094,14.247,14.256,733104
module.scipy._external.pyprima.cobyla.update.c,scipy,False,cache_miss,2026-09-23T14:01:38.937930,8.798,0.092,8.890,8.884,578644
module.scipy._external.pyprima.common._bounds.c,scipy,False,cache_miss,2026-09-23T14:01:47.817020,3.591,0.081,3.672,3.679,113038
module.scipy._external.pyprima.common._linear_constraints.c,scipy,False,cache_miss,2026-09-23T14:01:51.485716,3.644,0.077,3.721,3.718,128227
module.scipy._external.pyprima.common._nonlinear_constraints.c,scipy,False,cache_miss,2026-09-23T14:01:55.205766,3.998,0.077,4.074,4.078,151892
module.scipy._external.pyprima.common._project.c,scipy,False,cache_miss,2026-09-23T14:01:59.271932,6.232,0.068,6.301,6.285,338209
module.scipy._external.pyprima.common.c,scipy,False,cache_miss,2026-09-23T14:02:05.579020,3.014,0.075,3.089,3.124,47427
module.scipy._external.pyprima.common.checkbreak.c,scipy,False,cache_miss,2026-09-23T14:02:08.673956,3.458,0.080,3.538,3.520,135967
module.scipy._external.pyprima.common.consts.c,scipy,False,cache_miss,2026-09-23T14:02:12.199916,3.065,0.068,3.133,3.129,86745
module.scipy._external.pyprima.common.evaluate.c,scipy,False,cache_miss,2026-09-23T14:02:15.352506,3.756,0.088,3.844,3.842,165630
module.scipy._external.pyprima.common.history.c,scipy,False,cache_miss,2026-09-23T14:02:19.180334,3.214,0.071,3.286,3.290,51203
module.scipy._external.pyprima.common.infos.c,scipy,False,cache_miss,2026-09-23T14:02:22.470701,3.126,0.076,3.202,3.207,43302
module.scipy._external.pyprima.common.linalg.c,scipy,False,cache_miss,2026-09-23T14:02:25.697054,11.513,0.101,11.614,11.612,848577
module.scipy._external.pyprima.common.message.c,scipy,False,cache_miss,2026-09-23T14:02:37.300209,5.786,0.090,5.876,5.874,423558
module.scipy._external.pyprima.common.powalg.c,scipy,False,cache_miss,2026-09-23T14:02:43.170712,4.577,0.084,4.661,4.654,214969
module.scipy._external.pyprima.common.preproc.c,scipy,False,cache_miss,2026-09-23T14:02:47.836255,9.586,0.089,9.675,9.679,602238
module.scipy._external.pyprima.common.present.c,scipy,False,cache_miss,2026-09-23T14:02:57.502932,3.171,0.080,3.252,3.248,29107
module.scipy._external.pyprima.common.ratio.c,scipy,False,cache_miss,2026-09-23T14:03:00.743178,3.260,0.069,3.329,3.335,75808
module.scipy._external.pyprima.common.redrho.c,scipy,False,cache_miss,2026-09-23T14:03:04.079640,3.224,0.076,3.300,3.302,64023
module.scipy._external.pyprima.common.selectx.c,scipy,False,cache_miss,2026-09-23T14:03:07.379896,8.460,0.076,8.536,8.523,512451
module.scipy._lib._array_api.c,scipy,False,cache_miss,2026-09-23T14:03:15.948801,16.745,0.109,16.854,16.857,1583593
module.scipy._lib._array_api_docs_tables.c,scipy,False,cache_miss,2026-09-23T14:03:32.779366,6.202,0.086,6.288,6.293,368306
module.scipy._lib._array_api_no_0d.c,scipy,False,cache_miss,2026-09-23T14:03:39.060665,3.707,0.079,3.786,3.779,160021
module.scipy._lib._array_api_override.c,scipy,False,cache_miss,2026-09-23T14:03:42.839923,4.044,0.072,4.116,4.128,238083
module.scipy._lib._bunch.c,scipy,False,cache_miss,2026-09-23T14:03:46.951647,4.699,0.068,4.767,4.763,266174
module.scipy._lib._ccallback.c,scipy,False,cache_miss,2026-09-23T14:03:51.726715,4.885,0.076,4.961,4.968,334751
module.scipy._lib._disjoint_set.c,scipy,False,cache_miss,2026-09-23T14:03:56.691593,4.197,0.080,4.277,4.269,222268
module.scipy._lib._docscrape.c,scipy,False,cache_miss,2026-09-23T14:04:01.000410,16.991,0.111,17.103,17.098,1478672
module.scipy._lib._elementwise_iterative_method.c,scipy,False,cache_miss,2026-09-23T14:04:18.082487,8.402,0.091,8.493,8.494,559384
module.scipy._lib._gcutils.c,scipy,False,cache_miss,2026-09-23T14:04:26.557833,3.537,0.073,3.610,3.606,136943
module.scipy._lib._public_api.c,scipy,False,cache_miss,2026-09-23T14:04:30.167169,3.056,0.072,3.128,3.152,50265
module.scipy._lib._sparse.c,scipy,False,cache_miss,2026-09-23T14:04:33.291899,3.173,0.069,3.242,3.232,64350
module.scipy._lib._testutils.c,scipy,False,cache_miss,2026-09-23T14:04:36.540589,3.002,0.076,3.078,3.094,34594
module.scipy._lib._uarray._backend.c,scipy,False,cache_miss,2026-09-23T14:04:39.624861,6.240,0.082,6.322,6.307,641487
module.scipy._lib._uarray.c,scipy,False,cache_miss,2026-09-23T14:04:45.939698,2.902,0.075,2.976,3.016,45998
module.scipy._lib._util.c,scipy,False,cache_miss,2026-09-23T14:04:48.960979,17.285,0.120,17.405,17.351,1642741
module.scipy._lib.c,scipy,False,cache_miss,2026-09-23T14:05:06.323439,2.858,0.077,2.935,2.981,45458
module.scipy._lib.deprecation.c,scipy,False,cache_miss,2026-09-23T14:05:09.253699,4.714,0.072,4.786,4.746,371201
module.scipy._lib.doccer.c,scipy,False,cache_miss,2026-09-23T14:05:14.050105,4.851,0.083,4.934,4.933,355971
module.scipy._lib.tests.c,scipy,True,cache_miss,2026-09-23T14:05:18.976807,2.881,0.076,2.957,3.007,41502
module.scipy._lib.tests.test__gcutils.c,scipy,True,cache_miss,2026-09-23T14:05:21.937880,5.483,0.080,5.563,5.517,392263
module.scipy._lib.tests.test__testutils.c,scipy,True,cache_miss,2026-09-23T14:05:27.492269,3.280,0.071,3.351,3.339,88837
module.scipy._lib.tests.test__util.c,scipy,True,cache_miss,2026-09-23T14:05:30.898901,18.500,0.127,18.627,18.616,1833507
module.scipy._lib.tests.test_array_api.c,scipy,True,cache_miss,2026-09-23T14:05:49.496395,12.534,0.097,12.631,12.638,1131376
module.scipy._lib.tests.test_bunch.c,scipy,True,cache_miss,2026-09-23T14:06:02.106176,6.516,0.076,6.592,6.593,553749
module.scipy._lib.tests.test_ccallback.c,scipy,True,cache_miss,2026-09-23T14:06:08.709332,6.326,0.087,6.413,6.428,534821
module.scipy._lib.tests.test_config.c,scipy,True,cache_miss,2026-09-23T14:06:15.111519,3.528,0.076,3.605,3.598,143584
module.scipy._lib.tests.test_deprecation.c,scipy,True,cache_miss,2026-09-23T14:06:18.714062,3.162,0.074,3.236,3.246,68055
module.scipy._lib.tests.test_doccer.c,scipy,True,cache_miss,2026-09-23T14:06:21.950407,4.943,0.074,5.017,4.997,338471
module.scipy._lib.tests.test_import_cycles.c,scipy,True,cache_miss,2026-09-23T14:06:26.970278,3.178,0.077,3.255,3.266,100407
module.scipy._lib.tests.test_public_api.c,scipy,True,cache_miss,2026-09-23T14:06:30.230957,5.406,0.083,5.489,5.473,378671
module.scipy._lib.tests.test_scipy_version.c,scipy,True,cache_miss,2026-09-23T14:06:35.704885,3.111,0.068,3.179,3.194,71023
module.scipy._lib.tests.test_warnings.c,scipy,True,cache_miss,2026-09-23T14:06:38.896118,5.201,0.080,5.281,5.283,337306
module.scipy._lib.tests.test_xp_capabilities.c,scipy,True,cache_miss,2026-09-23T14:06:44.160383,4.029,0.064,4.093,4.094,194935
module.scipy._lib.uarray.c,scipy,False,cache_miss,2026-09-23T14:06:48.257725,3.284,0.068,3.353,3.362,60019
module.scipy.c,scipy,False,cache_miss,2026-09-23T14:06:51.622459,3.638,0.080,3.719,3.717,180695
module.scipy.cluster.c,scipy,False,cache_miss,2026-09-23T14:06:55.335638,3.080,0.075,3.154,3.147,51234
module.scipy.cluster.hierarchy._hierarchy_impl.c,scipy,False,cache_miss,2026-09-23T14:06:58.534379,16.520,0.119,16.639,16.664,2325867
module.scipy.cluster.hierarchy.c,scipy,False,cache_miss,2026-09-23T14:07:15.112882,3.123,0.058,3.181,3.188,93497
module.scipy.cluster.hierarchy.tests.c,scipy,True,cache_miss,2026-09-23T14:07:18.294274,3.078,0.058,3.136,3.109,47325
module.scipy.cluster.hierarchy.tests.hierarchy_test_data.c,scipy,True,cache_miss,2026-09-23T14:07:21.446756,3.249,0.074,3.323,3.329,89708
module.scipy.cluster.hierarchy.tests.test_disjoint_set.c,scipy,True,cache_miss,2026-09-23T14:07:24.769056,8.427,0.073,8.500,8.505,579333
module.scipy.cluster.hierarchy.tests.test_hierarchy.c,scipy,True,cache_miss,2026-09-23T14:07:33.338409,28.376,0.142,28.518,28.528,3235666
module.scipy.cluster.vq._vq_impl.c,scipy,False,cache_miss,2026-09-23T14:08:01.778483,8.116,0.064,8.181,8.142,636552
module.scipy.cluster.vq.c,scipy,False,cache_miss,2026-09-23T14:08:09.969673,3.184,0.075,3.259,3.272,65337
module.scipy.cluster.vq.tests.c,scipy,True,cache_miss,2026-09-23T14:08:13.220810,2.986,0.067,3.053,3.097,46674
module.scipy.cluster.vq.tests.test_vq.c,scipy,True,cache_miss,2026-09-23T14:08:16.322218,13.067,0.116,13.182,13.133,1226202
module.scipy.conftest.c,scipy,True,cache_miss,2026-09-23T14:08:29.492474,8.734,0.104,8.838,8.866,944957
module.scipy.constants._codata.c,scipy,False,cache_miss,2026-09-23T14:08:38.287262,6.029,0.060,6.089,6.104,660097
module.scipy.constants._constants.c,scipy,False,cache_miss,2026-09-23T14:08:44.386494,3.861,0.070,3.932,3.936,447728
module.scipy.constants.c,scipy,False,cache_miss,2026-09-23T14:08:48.309738,3.642,0.062,3.703,3.708,125897
module.scipy.constants.codata.c,scipy,False,cache_miss,2026-09-23T14:08:52.007159,3.192,0.056,3.248,3.208,51942
module.scipy.constants.constants.c,scipy,False,cache_miss,2026-09-23T14:08:55.266880,3.182,0.067,3.249,3.253,51981
module.scipy.constants.tests.c,scipy,True,cache_miss,2026-09-23T14:08:58.527447,3.100,0.078,3.178,3.175,41947
module.scipy.constants.tests.test_codata.c,scipy,True,cache_miss,2026-09-23T14:09:01.700049,4.181,0.073,4.254,4.258,238863
module.scipy.constants.tests.test_constants.c,scipy,True,cache_miss,2026-09-23T14:09:05.955244,4.607,0.074,4.681,4.672,301575
module.scipy.datasets._download_all.c,scipy,False,cache_miss,2026-09-23T14:09:10.631467,3.496,0.070,3.566,3.564,111116
module.scipy.datasets._fetchers.c,scipy,False,cache_miss,2026-09-23T14:09:14.206159,3.773,0.079,3.852,3.851,203293
module.scipy.datasets._registry.c,scipy,False,cache_miss,2026-09-23T14:09:18.043801,2.925,0.064,2.989,3.019,28041
module.scipy.datasets._utils.c,scipy,False,cache_miss,2026-09-23T14:09:21.053058,3.885,0.085,3.970,3.946,125376
module.scipy.datasets.c,scipy,False,cache_miss,2026-09-23T14:09:25.004744,3.261,0.066,3.327,3.345,60702
