source,package,is_test,result,start,ccache_s,gap_before_s,wall_s,o_mtime_gap_s,c_bytes
module.narwhals._arrow.series_struct.c,narwhals,False,cache_miss,2026-09-23T11:28:58.226219,3.492,0.073,3.565,3.563,88629
module.narwhals._arrow.utils.c,narwhals,False,cache_miss,2026-09-23T11:29:01.818040,10.821,0.099,10.920,10.953,1114520
module.narwhals._compliant.any_namespace.c,narwhals,False,cache_miss,2026-09-23T11:29:12.695381,5.470,0.057,5.527,5.479,472213
module.narwhals._compliant.c,narwhals,False,cache_miss,2026-09-23T11:29:18.240476,3.273,0.075,3.349,3.364,122625
module.narwhals._compliant.column.c,narwhals,False,cache_miss,2026-09-23T11:29:21.594533,4.046,0.081,4.127,4.134,338171
module.narwhals._compliant.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:29:25.721744,8.772,0.081,8.853,8.846,895900
module.narwhals._compliant.expr.c,narwhals,False,cache_miss,2026-09-23T11:29:34.651351,28.406,0.158,28.563,28.597,3248689
module.narwhals._compliant.group_by.c,narwhals,False,cache_miss,2026-09-23T11:30:03.117044,5.487,0.060,5.547,5.548,480028
module.narwhals._compliant.namespace.c,narwhals,False,cache_miss,2026-09-23T11:30:08.676948,6.798,0.073,6.871,6.867,784420
module.narwhals._compliant.selectors.c,narwhals,False,cache_miss,2026-09-23T11:30:15.545596,9.413,0.070,9.483,9.452,1048744
module.narwhals._compliant.series.c,narwhals,False,cache_miss,2026-09-23T11:30:25.044798,8.981,0.087,9.068,9.102,990996
module.narwhals._compliant.typing.c,narwhals,False,cache_miss,2026-09-23T11:30:34.088246,3.465,0.062,3.527,3.534,249563
module.narwhals._compliant.window.c,narwhals,False,cache_miss,2026-09-23T11:30:37.608853,3.288,0.056,3.344,3.334,77472
module.narwhals._constants.c,narwhals,False,cache_miss,2026-09-23T11:30:40.953837,3.073,0.057,3.130,3.133,48137
module.narwhals._dask.c,narwhals,False,cache_miss,2026-09-23T11:30:44.085998,3.022,0.060,3.081,3.071,36718
module.narwhals._dask.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:30:47.173349,8.401,0.066,8.467,8.459,1010402
module.narwhals._dask.expr.c,narwhals,False,cache_miss,2026-09-23T11:30:55.658060,16.036,0.084,16.119,16.127,1750118
module.narwhals._dask.expr_dt.c,narwhals,False,cache_miss,2026-09-23T11:31:11.765854,5.993,0.072,6.065,6.065,623074
module.narwhals._dask.expr_str.c,narwhals,False,cache_miss,2026-09-23T11:31:17.822855,5.086,0.064,5.150,5.152,445834
module.narwhals._dask.group_by.c,narwhals,False,cache_miss,2026-09-23T11:31:22.968101,5.064,0.059,5.123,5.145,365430
module.narwhals._dask.namespace.c,narwhals,False,cache_miss,2026-09-23T11:31:28.112563,9.151,0.080,9.231,9.215,1046784
module.narwhals._dask.selectors.c,narwhals,False,cache_miss,2026-09-23T11:31:37.329990,3.658,0.066,3.724,3.729,125222
module.narwhals._dask.utils.c,narwhals,False,cache_miss,2026-09-23T11:31:41.052180,4.257,0.064,4.321,4.323,276812
module.narwhals._duckdb.c,narwhals,False,cache_miss,2026-09-23T11:31:45.370257,3.033,0.061,3.094,3.081,36906
module.narwhals._duckdb.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:31:48.486968,10.731,0.084,10.815,10.818,1280442
module.narwhals._duckdb.expr.c,narwhals,False,cache_miss,2026-09-23T11:31:59.284467,7.241,0.066,7.307,7.319,856310
module.narwhals._duckdb.expr_dt.c,narwhals,False,cache_miss,2026-09-23T11:32:06.590000,5.271,0.065,5.335,5.334,500395
module.narwhals._duckdb.expr_list.c,narwhals,False,cache_miss,2026-09-23T11:32:11.912436,4.585,0.052,4.637,4.636,332252
module.narwhals._duckdb.expr_str.c,narwhals,False,cache_miss,2026-09-23T11:32:16.563404,3.982,0.066,4.048,4.016,215678
module.narwhals._duckdb.expr_struct.c,narwhals,False,cache_miss,2026-09-23T11:32:20.622594,3.241,0.077,3.318,3.311,103857
module.narwhals._duckdb.group_by.c,narwhals,False,cache_miss,2026-09-23T11:32:23.927992,3.682,0.065,3.747,3.775,119576
module.narwhals._duckdb.namespace.c,narwhals,False,cache_miss,2026-09-23T11:32:27.668223,7.351,0.058,7.409,7.420,789015
module.narwhals._duckdb.selectors.c,narwhals,False,cache_miss,2026-09-23T11:32:35.074722,3.469,0.055,3.525,3.521,130120
module.narwhals._duckdb.series.c,narwhals,False,cache_miss,2026-09-23T11:32:38.600857,3.358,0.057,3.414,3.414,106790
module.narwhals._duckdb.utils.c,narwhals,False,cache_miss,2026-09-23T11:32:42.015936,7.146,0.057,7.203,7.202,796374
module.narwhals._duration.c,narwhals,False,cache_miss,2026-09-23T11:32:49.218737,3.661,0.057,3.718,3.732,185666
module.narwhals._enum.c,narwhals,False,cache_miss,2026-09-23T11:32:52.938092,3.163,0.058,3.222,3.218,69965
module.narwhals._exceptions.c,narwhals,False,cache_miss,2026-09-23T11:32:56.165505,3.440,0.064,3.504,3.499,99282
module.narwhals._expression_parsing.c,narwhals,False,cache_miss,2026-09-23T11:32:59.671850,10.991,0.066,11.057,11.052,1444149
module.narwhals._ibis.c,narwhals,False,cache_miss,2026-09-23T11:33:10.719164,3.004,0.056,3.061,3.065,36718
module.narwhals._ibis.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:33:13.783129,8.425,0.060,8.485,8.481,985100
module.narwhals._ibis.expr.c,narwhals,False,cache_miss,2026-09-23T11:33:22.277745,7.978,0.069,8.047,8.048,924533
module.narwhals._ibis.expr_dt.c,narwhals,False,cache_miss,2026-09-23T11:33:30.317707,4.580,0.062,4.642,4.638,332737
module.narwhals._ibis.expr_list.c,narwhals,False,cache_miss,2026-09-23T11:33:34.954516,4.230,0.057,4.287,4.300,300930
module.narwhals._ibis.expr_str.c,narwhals,False,cache_miss,2026-09-23T11:33:39.246154,4.215,0.062,4.277,4.269,319062
module.narwhals._ibis.expr_struct.c,narwhals,False,cache_miss,2026-09-23T11:33:43.519987,3.295,0.059,3.354,3.348,90953
module.narwhals._ibis.group_by.c,narwhals,False,cache_miss,2026-09-23T11:33:46.874606,3.477,0.060,3.537,3.556,104627
module.narwhals._ibis.namespace.c,narwhals,False,cache_miss,2026-09-23T11:33:50.413879,6.440,0.062,6.502,6.498,658722
module.narwhals._ibis.selectors.c,narwhals,False,cache_miss,2026-09-23T11:33:56.906735,3.437,0.052,3.490,3.487,128522
module.narwhals._ibis.series.c,narwhals,False,cache_miss,2026-09-23T11:34:00.391031,3.343,0.047,3.390,3.389,103864
module.narwhals._ibis.utils.c,narwhals,False,cache_miss,2026-09-23T11:34:03.796240,5.484,0.062,5.546,5.553,546895
module.narwhals._interchange.c,narwhals,False,cache_miss,2026-09-23T11:34:09.339178,2.901,0.059,2.960,2.946,37376
module.narwhals._interchange.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:34:12.303216,4.256,0.063,4.319,4.312,324861
module.narwhals._interchange.series.c,narwhals,False,cache_miss,2026-09-23T11:34:16.619762,3.391,0.060,3.451,3.454,114031
module.narwhals._namespace.c,narwhals,False,cache_miss,2026-09-23T11:34:20.068932,5.355,0.058,5.413,5.417,460386
module.narwhals._native.c,narwhals,False,cache_miss,2026-09-23T11:34:25.485362,7.221,0.061,7.282,7.284,807350
module.narwhals._pandas_like.c,narwhals,False,cache_miss,2026-09-23T11:34:32.761438,3.008,0.055,3.063,3.058,37376
module.narwhals._pandas_like.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:34:35.867404,15.935,0.098,16.033,16.034,2294812
module.narwhals._pandas_like.expr.c,narwhals,False,cache_miss,2026-09-23T11:34:51.856691,6.648,0.055,6.703,6.704,649859
module.narwhals._pandas_like.group_by.c,narwhals,False,cache_miss,2026-09-23T11:34:58.571316,7.149,0.066,7.215,7.213,795695
module.narwhals._pandas_like.namespace.c,narwhals,False,cache_miss,2026-09-23T11:35:05.797222,11.087,0.077,11.164,11.165,1388469
module.narwhals._pandas_like.selectors.c,narwhals,False,cache_miss,2026-09-23T11:35:16.944728,3.588,0.061,3.649,3.655,128720
module.narwhals._pandas_like.series.c,narwhals,False,cache_miss,2026-09-23T11:35:20.626017,17.767,0.093,17.860,17.847,2687373
module.narwhals._pandas_like.series_cat.c,narwhals,False,cache_miss,2026-09-23T11:35:38.456665,3.317,0.064,3.381,3.391,85119
module.narwhals._pandas_like.series_dt.c,narwhals,False,cache_miss,2026-09-23T11:35:41.832278,6.609,0.058,6.668,6.661,703684
module.narwhals._pandas_like.series_list.c,narwhals,False,cache_miss,2026-09-23T11:35:48.505573,4.061,0.064,4.125,4.115,238278
module.narwhals._pandas_like.series_str.c,narwhals,False,cache_miss,2026-09-23T11:35:52.623350,5.177,0.057,5.234,5.254,422110
module.narwhals._pandas_like.series_struct.c,narwhals,False,cache_miss,2026-09-23T11:35:57.858630,3.321,0.059,3.379,3.379,83334
module.narwhals._pandas_like.typing.c,narwhals,False,cache_miss,2026-09-23T11:36:01.239761,3.022,0.061,3.082,3.078,39870
module.narwhals._pandas_like.utils.c,narwhals,False,cache_miss,2026-09-23T11:36:04.337772,7.809,0.076,7.885,7.877,1039173
module.narwhals._polars.c,narwhals,False,cache_miss,2026-09-23T11:36:12.197170,3.102,0.050,3.153,3.151,36906
module.narwhals._polars.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:36:15.384479,11.442,0.085,11.527,11.533,1481786
module.narwhals._polars.expr.c,narwhals,False,cache_miss,2026-09-23T11:36:26.901030,10.647,0.074,10.721,10.720,1373762
module.narwhals._polars.group_by.c,narwhals,False,cache_miss,2026-09-23T11:36:37.603077,4.189,0.055,4.244,4.263,224890
module.narwhals._polars.namespace.c,narwhals,False,cache_miss,2026-09-23T11:36:41.860817,8.148,0.069,8.217,8.198,945865
module.narwhals._polars.series.c,narwhals,False,cache_miss,2026-09-23T11:36:50.090067,12.302,0.081,12.383,12.382,1719832
module.narwhals._polars.utils.c,narwhals,False,cache_miss,2026-09-23T11:37:02.467207,8.367,0.075,8.442,8.442,940725
module.narwhals._spark_like.c,narwhals,False,cache_miss,2026-09-23T11:37:10.886324,3.230,0.052,3.282,3.287,37282
module.narwhals._spark_like.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:37:14.194481,11.710,0.078,11.789,11.784,1249169
module.narwhals._spark_like.expr.c,narwhals,False,cache_miss,2026-09-23T11:37:25.984837,8.743,0.080,8.823,8.838,1029276
module.narwhals._spark_like.expr_dt.c,narwhals,False,cache_miss,2026-09-23T11:37:34.808403,6.399,0.080,6.480,6.445,497599
module.narwhals._spark_like.expr_list.c,narwhals,False,cache_miss,2026-09-23T11:37:41.280730,5.116,0.073,5.189,5.186,336203
module.narwhals._spark_like.expr_str.c,narwhals,False,cache_miss,2026-09-23T11:37:46.482199,4.120,0.085,4.205,4.231,213894
module.narwhals._spark_like.expr_struct.c,narwhals,False,cache_miss,2026-09-23T11:37:50.664437,3.462,0.062,3.524,3.533,93328
module.narwhals._spark_like.group_by.c,narwhals,False,cache_miss,2026-09-23T11:37:54.193583,3.731,0.067,3.799,3.776,111731
module.narwhals._spark_like.namespace.c,narwhals,False,cache_miss,2026-09-23T11:37:58.007589,8.288,0.083,8.370,8.379,837251
module.narwhals._spark_like.selectors.c,narwhals,False,cache_miss,2026-09-23T11:38:06.350153,3.902,0.055,3.957,3.959,131907
module.narwhals._spark_like.utils.c,narwhals,False,cache_miss,2026-09-23T11:38:10.313215,6.062,0.061,6.123,6.126,532730
module.narwhals._sql.c,narwhals,False,cache_miss,2026-09-23T11:38:16.425634,3.348,0.050,3.398,3.393,36624
module.narwhals._sql.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:38:19.827346,4.120,0.054,4.173,4.182,180275
module.narwhals._sql.expr.c,narwhals,False,cache_miss,2026-09-23T11:38:24.042999,17.566,0.096,17.661,17.649,2266777
module.narwhals._sql.expr_dt.c,narwhals,False,cache_miss,2026-09-23T11:38:41.667159,4.120,0.058,4.178,4.184,244566
module.narwhals._sql.expr_str.c,narwhals,False,cache_miss,2026-09-23T11:38:45.844507,5.973,0.058,6.031,6.031,522076
module.narwhals._sql.group_by.c,narwhals,False,cache_miss,2026-09-23T11:38:51.871703,3.920,0.054,3.974,3.974,174728
module.narwhals._sql.namespace.c,narwhals,False,cache_miss,2026-09-23T11:38:55.854517,4.566,0.063,4.629,4.640,352218
module.narwhals._sql.typing.c,narwhals,False,cache_miss,2026-09-23T11:39:00.476623,2.991,0.056,3.047,3.042,39776
module.narwhals._translate.c,narwhals,False,cache_miss,2026-09-23T11:39:03.532546,14.037,0.065,14.101,14.105,1264789
module.narwhals._typing.c,narwhals,False,cache_miss,2026-09-23T11:39:17.629598,4.287,0.061,4.347,4.344,390509
module.narwhals._typing_compat.c,narwhals,False,cache_miss,2026-09-23T11:39:21.961029,3.291,0.045,3.336,3.340,82022
module.narwhals._utils.c,narwhals,False,cache_miss,2026-09-23T11:39:25.349891,20.211,0.098,20.309,20.293,3026568
module.narwhals.c,narwhals,False,cache_miss,2026-09-23T11:39:45.617465,3.535,0.056,3.591,3.588,198212
module.narwhals.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:39:49.255114,17.519,0.103,17.622,17.632,2459625
module.narwhals.dependencies.c,narwhals,False,cache_miss,2026-09-23T11:40:06.850130,9.449,0.076,9.525,9.523,1344782
module.narwhals.dtypes.c,narwhals,False,cache_miss,2026-09-23T11:40:16.374211,17.324,0.075,17.399,17.407,1787002
module.narwhals.exceptions.c,narwhals,False,cache_miss,2026-09-23T11:40:33.753436,5.553,0.055,5.608,5.602,406763
module.narwhals.expr.c,narwhals,False,cache_miss,2026-09-23T11:40:39.384724,12.343,0.078,12.421,12.419,1629805
module.narwhals.expr_cat.c,narwhals,False,cache_miss,2026-09-23T11:40:51.780853,3.525,0.053,3.578,3.581,102099
module.narwhals.expr_dt.c,narwhals,False,cache_miss,2026-09-23T11:40:55.361584,5.323,0.056,5.378,5.372,402801
module.narwhals.expr_list.c,narwhals,False,cache_miss,2026-09-23T11:41:00.741858,4.495,0.058,4.553,4.559,231481
module.narwhals.expr_name.c,narwhals,False,cache_miss,2026-09-23T11:41:05.289680,3.992,0.053,4.044,4.044,171034
module.narwhals.expr_str.c,narwhals,False,cache_miss,2026-09-23T11:41:09.348247,4.899,0.067,4.966,4.973,375616
module.narwhals.expr_struct.c,narwhals,False,cache_miss,2026-09-23T11:41:14.307890,3.391,0.060,3.452,3.446,103412
module.narwhals.functions.c,narwhals,False,cache_miss,2026-09-23T11:41:17.791224,11.025,0.092,11.117,11.122,1462369
module.narwhals.group_by.c,narwhals,False,cache_miss,2026-09-23T11:41:28.879371,4.287,0.063,4.350,4.351,243195
module.narwhals.plugins.c,narwhals,False,cache_miss,2026-09-23T11:41:33.221422,4.446,0.055,4.501,4.496,309666
module.narwhals.schema.c,narwhals,False,cache_miss,2026-09-23T11:41:37.729686,6.214,0.062,6.276,6.274,592504
module.narwhals.selectors.c,narwhals,False,cache_miss,2026-09-23T11:41:44.012652,4.410,0.069,4.479,4.480,277084
module.narwhals.series.c,narwhals,False,cache_miss,2026-09-23T11:41:48.505637,15.315,0.083,15.398,15.401,2130444
module.narwhals.series_cat.c,narwhals,False,cache_miss,2026-09-23T11:42:03.883622,3.387,0.063,3.450,3.448,85917
module.narwhals.series_dt.c,narwhals,False,cache_miss,2026-09-23T11:42:07.326274,5.135,0.056,5.191,5.191,369825
module.narwhals.series_list.c,narwhals,False,cache_miss,2026-09-23T11:42:12.521596,4.176,0.060,4.236,4.238,210657
module.narwhals.series_str.c,narwhals,False,cache_miss,2026-09-23T11:42:16.753304,5.273,0.056,5.329,5.329,373664
module.narwhals.series_struct.c,narwhals,False,cache_miss,2026-09-23T11:42:22.087792,3.478,0.062,3.540,3.548,86538
module.narwhals.stable.c,narwhals,False,cache_miss,2026-09-23T11:42:25.628379,3.320,0.063,3.383,3.375,43663
module.narwhals.stable.v1._dtypes.c,narwhals,False,cache_miss,2026-09-23T11:42:29.014348,4.486,0.066,4.551,4.550,261531
module.narwhals.stable.v1._namespace.c,narwhals,False,cache_miss,2026-09-23T11:42:33.550285,3.404,0.050,3.454,3.450,74029
module.narwhals.stable.v1.c,narwhals,False,cache_miss,2026-09-23T11:42:37.042509,13.468,0.088,13.556,13.553,1772681
module.narwhals.stable.v1.dependencies.c,narwhals,False,cache_miss,2026-09-23T11:42:50.577611,3.408,0.067,3.476,3.492,162688
module.narwhals.stable.v1.dtypes.c,narwhals,False,cache_miss,2026-09-23T11:42:54.036530,3.184,0.051,3.235,3.222,78569
module.narwhals.stable.v1.selectors.c,narwhals,False,cache_miss,2026-09-23T11:42:57.283175,3.059,0.062,3.121,3.125,41592
module.narwhals.stable.v1.typing.c,narwhals,False,cache_miss,2026-09-23T11:43:00.404563,3.134,0.062,3.196,3.206,87221
module.narwhals.stable.v2._namespace.c,narwhals,False,cache_miss,2026-09-23T11:43:03.587127,3.296,0.049,3.345,3.333,74029
module.narwhals.stable.v2.c,narwhals,False,cache_miss,2026-09-23T11:43:06.969418,11.196,0.086,11.283,11.299,1450744
module.narwhals.stable.v2.dependencies.c,narwhals,False,cache_miss,2026-09-23T11:43:18.223936,3.469,0.058,3.528,3.515,152278
module.narwhals.stable.v2.dtypes.c,narwhals,False,cache_miss,2026-09-23T11:43:21.750971,2.966,0.058,3.023,3.015,27327
module.narwhals.stable.v2.selectors.c,narwhals,False,cache_miss,2026-09-23T11:43:24.778441,2.971,0.062,3.033,3.042,27543
module.narwhals.stable.v2.typing.c,narwhals,False,cache_miss,2026-09-23T11:43:27.807710,3.148,0.058,3.206,3.205,70511
module.narwhals.translate.c,narwhals,False,cache_miss,2026-09-23T11:43:31.005533,6.203,0.050,6.253,6.250,703644
module.narwhals.typing.c,narwhals,False,cache_miss,2026-09-23T11:43:37.273094,3.495,0.064,3.559,3.560,231417
module.numpy.__config__.c,numpy,False,cache_miss,2026-09-23T11:43:40.832796,4.299,0.065,4.364,4.361,201093
module.numpy._array_api_info.c,numpy,False,cache_miss,2026-09-23T11:43:45.190884,4.116,0.059,4.174,4.180,245044
module.numpy._configtool.c,numpy,False,cache_miss,2026-09-23T11:43:49.367655,3.305,0.061,3.366,3.358,82721
module.numpy._core._add_newdocs.c,numpy,False,cache_miss,2026-09-23T11:43:52.742812,5.407,0.070,5.478,5.485,502589
module.numpy._core._add_newdocs_scalars.c,numpy,False,cache_miss,2026-09-23T11:43:58.205938,4.611,0.056,4.666,4.663,302312
module.numpy._core._asarray.c,numpy,False,cache_miss,2026-09-23T11:44:02.879476,3.577,0.063,3.639,3.637,113515
module.numpy._core._dtype.c,numpy,False,cache_miss,2026-09-23T11:44:06.518015,6.405,0.062,6.467,6.461,559994
module.numpy._core._dtype_ctypes.c,numpy,False,cache_miss,2026-09-23T11:44:12.976171,4.146,0.054,4.199,4.212,182814
module.numpy._core._exceptions.c,numpy,False,cache_miss,2026-09-23T11:44:17.178869,5.489,0.057,5.546,5.545,461230
module.numpy._core._internal.c,numpy,False,cache_miss,2026-09-23T11:44:22.750925,11.259,0.083,11.343,11.342,1350908
module.numpy._core._methods.c,numpy,False,cache_miss,2026-09-23T11:44:34.074893,5.977,0.065,6.041,6.037,498737
module.numpy._core._string_helpers.c,numpy,False,cache_miss,2026-09-23T11:44:40.119050,3.434,0.067,3.501,3.508,90053
module.numpy._core._type_aliases.c,numpy,False,cache_miss,2026-09-23T11:44:43.611078,4.530,0.058,4.588,4.585,239319
module.numpy._core._ufunc_config.c,numpy,False,cache_miss,2026-09-23T11:44:48.209390,4.528,0.068,4.596,4.603,259815
module.numpy._core.arrayprint.c,numpy,False,cache_miss,2026-09-23T11:44:52.811461,16.392,0.074,16.466,16.469,2179744
module.numpy._core.c,numpy,False,cache_miss,2026-09-23T11:45:09.271915,4.138,0.068,4.206,4.191,275429
module.numpy._core.cversions.c,numpy,False,cache_miss,2026-09-23T11:45:13.473148,3.174,0.064,3.238,3.224,34315
module.numpy._core.defchararray.c,numpy,False,cache_miss,2026-09-23T11:45:16.722836,8.820,0.075,8.895,8.916,1145789
module.numpy._core.einsumfunc.c,numpy,False,cache_miss,2026-09-23T11:45:25.617837,14.163,0.075,14.238,14.228,1416615
module.numpy._core.fromnumeric.c,numpy,False,cache_miss,2026-09-23T11:45:39.856363,9.917,0.076,9.992,10.012,1354402
module.numpy._core.function_base.c,numpy,False,cache_miss,2026-09-23T11:45:49.833501,5.028,0.061,5.089,5.070,383521
module.numpy._core.getlimits.c,numpy,False,cache_miss,2026-09-23T11:45:54.930267,5.626,0.069,5.694,5.696,514653
module.numpy._core.include.c,numpy,False,cache_miss,2026-09-23T11:46:00.610276,3.125,0.054,3.179,3.186,32559
module.numpy._core.lib.c,numpy,False,cache_miss,2026-09-23T11:46:03.797285,3.104,0.062,3.167,3.179,32319
module.numpy._core.lib.pkgconfig.c,numpy,False,cache_miss,2026-09-23T11:46:06.965371,3.157,0.064,3.221,3.204,37164
module.numpy._core.memmap.c,numpy,False,cache_miss,2026-09-23T11:46:10.178485,4.915,0.056,4.971,4.971,288055
module.numpy._core.multiarray.c,numpy,False,cache_miss,2026-09-23T11:46:15.159827,4.842,0.066,4.908,4.907,375258
module.numpy._core.numeric.c,numpy,False,cache_miss,2026-09-23T11:46:20.077560,12.969,0.076,13.045,13.050,1768819
module.numpy._core.numerictypes.c,numpy,False,cache_miss,2026-09-23T11:46:33.107831,5.419,0.061,5.480,5.478,419109
module.numpy._core.overrides.c,numpy,False,cache_miss,2026-09-23T11:46:38.592989,4.001,0.066,4.067,4.065,218219
module.numpy._core.printoptions.c,numpy,False,cache_miss,2026-09-23T11:46:42.653327,3.119,0.060,3.179,3.185,38668
module.numpy._core.records.c,numpy,False,cache_miss,2026-09-23T11:46:45.847621,8.899,0.075,8.974,8.969,987206
